market,week_index,week_start,sessions,fragrance_orders,fragrance_revenue,conversion_rate,average_order_value,revenue_per_session,paid_media_index,promo_intensity,new_visitor_share,pilot_market,post_launch,digital_feature_available,weeks_from_launch
United States,20,2025-05-26,406850,14469,1203204.76,0.03556347548236451,83.16,2.9574,102.39,0.2172,0.4161,1,0,0,-45
United States,21,2025-06-02,411259,13720,1083320.46,0.033360972039517676,78.96,2.6342,101.84,0.2388,0.4466,1,0,0,-44
United States,22,2025-06-09,418545,13063,1011430.92,0.0312105030522405,77.43,2.4165,96.97,0.2339,0.4282,1,0,0,-43
United States,23,2025-06-16,423511,13674,1085889.52,0.032287236931272154,79.41,2.564,102.81,0.2009,0.4254,1,0,0,-42
United States,24,2025-06-23,416518,14286,1148385.11,0.03429863775395061,80.39,2.7571,96.81,0.2056,0.4163,1,0,0,-41
United States,25,2025-06-30,408278,13455,1046414.13,0.032955486212825576,77.77,2.563,101.47,0.1937,0.4222,1,0,0,-40
United States,26,2025-07-07,426055,14892,1176528.42,0.034953233737428265,79.0,2.7614,109.8,0.1923,0.4315,1,0,0,-39
United States,27,2025-07-14,413390,12467,969294.1,0.030157962214857642,77.75,2.3447,94.85,0.177,0.4331,1,0,0,-38
United States,28,2025-07-21,409229,12946,1021597.13,0.03163509917430094,78.91,2.4964,94.59,0.1981,0.4196,1,0,0,-37
United States,29,2025-07-28,416788,13166,1023200.13,0.031589201224603396,77.72,2.455,105.9,0.1953,0.4101,1,0,0,-36
United States,30,2025-08-04,398981,12474,966872.72,0.03126464668743625,77.51,2.4234,91.84,0.2288,0.3983,1,0,0,-35
United States,31,2025-08-11,410348,13117,1045634.96,0.031965551190696675,79.72,2.5482,96.29,0.1954,0.4136,1,0,0,-34
United States,32,2025-08-18,411287,13132,1041760.1,0.0319290422503021,79.33,2.5329,97.43,0.1781,0.4413,1,0,0,-33
United States,33,2025-08-25,396994,11953,898716.07,0.03010876738691265,75.19,2.2638,90.0,0.2043,0.4102,1,0,0,-32
United States,34,2025-09-01,403081,14342,1105722.22,0.03558093782639221,77.1,2.7432,97.65,0.2133,0.4015,1,0,0,-31
United States,35,2025-09-08,397534,12782,998137.13,0.032153224629842984,78.09,2.5108,87.33,0.2085,0.4227,1,0,0,-30
United States,36,2025-09-15,399963,12837,1003275.86,0.032095468830866856,78.16,2.5084,95.34,0.1863,0.396,1,0,0,-29
United States,37,2025-09-22,403228,11288,894598.81,0.027994087712162847,79.25,2.2186,90.25,0.1898,0.4113,1,0,0,-28
United States,38,2025-09-29,404729,12408,969388.21,0.030657551102095476,78.13,2.3952,93.49,0.1791,0.3753,1,0,0,-27
United States,39,2025-10-06,412722,12332,966569.83,0.029879676876929266,78.38,2.3419,91.27,0.1787,0.4007,1,0,0,-26
United States,40,2025-10-13,400935,12681,988812.15,0.03162856822178159,77.98,2.4663,86.81,0.1711,0.3906,1,0,0,-25
United States,41,2025-10-20,415375,12915,995624.92,0.031092386397833283,77.09,2.3969,96.71,0.2007,0.4234,1,0,0,-24
United States,42,2025-10-27,403680,12621,970665.1,0.03126486325802616,76.91,2.4045,100.8,0.2092,0.3927,1,0,0,-23
United States,43,2025-11-03,410744,12920,1045387.34,0.031455115595115206,80.91,2.5451,90.11,0.1741,0.3882,1,0,0,-22
United States,44,2025-11-10,429236,12564,996948.42,0.029270611039148627,79.35,2.3226,101.0,0.2075,0.4153,1,0,0,-21
United States,45,2025-11-17,432448,15249,1184346.7,0.03526204306644961,77.67,2.7387,100.15,0.1999,0.4041,1,0,0,-20
United States,46,2025-11-24,455211,14985,1184678.62,0.03291880029261156,79.06,2.6025,106.82,0.2106,0.4247,1,0,0,-19
United States,47,2025-12-01,466088,17036,1353927.92,0.03655103757230394,79.47,2.9049,101.62,0.2478,0.413,1,0,0,-18
United States,48,2025-12-08,470328,16833,1343678.53,0.035789916824003676,79.82,2.8569,119.14,0.2533,0.4225,1,0,0,-17
United States,49,2025-12-15,477318,18119,1433694.74,0.03796001826874327,79.13,3.0036,110.17,0.2435,0.4015,1,0,0,-16
United States,50,2025-12-22,450041,16420,1318172.67,0.03648556464855424,80.28,2.929,110.3,0.2228,0.4368,1,0,0,-15
United States,51,2025-12-29,456822,16117,1326414.93,0.035280700141411755,82.3,2.9036,106.6,0.2137,0.4007,1,0,0,-14
United States,52,2026-01-05,427696,14165,1134789.55,0.03311931839437358,80.11,2.6533,100.46,0.1934,0.4362,1,0,0,-13
United States,53,2026-01-12,425059,14972,1187303.06,0.03522334546498251,79.3,2.7933,103.89,0.1956,0.4142,1,0,0,-12
United States,54,2026-01-19,419976,14573,1157397.76,0.03469960188201231,79.42,2.7559,98.84,0.1873,0.432,1,0,0,-11
United States,55,2026-01-26,446081,16350,1297617.22,0.03665253619858277,79.36,2.9089,109.82,0.2255,0.4117,1,0,0,-10
United States,56,2026-02-02,432053,14815,1205371.01,0.034289774634130535,81.36,2.7899,103.2,0.2098,0.4367,1,0,0,-9
United States,57,2026-02-09,458757,15592,1212451.23,0.033987492288946,77.76,2.6429,116.34,0.1941,0.4311,1,0,0,-8
United States,58,2026-02-16,442398,15962,1264517.41,0.03608063327591897,79.22,2.8583,110.03,0.2398,0.409,1,0,0,-7
United States,59,2026-02-23,448029,16985,1363903.34,0.03791049240116153,80.3,3.0442,107.34,0.253,0.4288,1,0,0,-6
United States,60,2026-03-02,430679,15185,1258245.74,0.03525827820720304,82.86,2.9215,100.18,0.2057,0.4562,1,0,0,-5
United States,61,2026-03-09,446549,16403,1314512.3,0.03673281095691626,80.14,2.9437,110.05,0.2305,0.4358,1,0,0,-4
United States,62,2026-03-16,443505,16878,1367468.49,0.03805594074474922,81.02,3.0833,110.13,0.2345,0.4155,1,0,0,-3
United States,63,2026-03-23,445371,16138,1270752.03,0.03623495916887269,78.74,2.8532,104.5,0.2561,0.4509,1,0,0,-2
United States,64,2026-03-30,452588,17478,1360164.01,0.03861790414239882,77.82,3.0053,126.85,0.2772,0.4845,1,0,0,-1
United States,65,2026-04-06,473273,19969,1565491.69,0.04219340634263945,78.4,3.3078,133.86,0.3112,0.5028,1,1,1,0
United States,66,2026-04-13,455069,19378,1538504.18,0.04258255341497663,79.39,3.3808,136.13,0.306,0.5018,1,1,1,1
United States,67,2026-04-20,455532,20073,1581198.57,0.044064961407760596,78.77,3.4711,128.87,0.2947,0.5076,1,1,1,2
United States,68,2026-04-27,458384,18548,1481732.22,0.04046389053719152,79.89,3.2325,119.17,0.2877,0.5018,1,1,1,3
United States,69,2026-05-04,454052,20017,1567196.7,0.044085258957123855,78.29,3.4516,130.65,0.2813,0.4841,1,1,1,4
United States,70,2026-05-11,466639,19777,1574367.04,0.04238179834947357,79.61,3.3738,118.47,0.2771,0.4436,1,1,1,5
United States,71,2026-05-18,449327,19101,1516713.9,0.04251024309689825,79.4,3.3755,115.87,0.2556,0.4371,1,1,1,6
United States,72,2026-05-25,457270,17661,1431026.56,0.0386226955627966,81.03,3.1295,114.92,0.2382,0.4358,1,1,1,7
United States,73,2026-06-01,442924,17726,1386101.56,0.040020409822001064,78.2,3.1294,113.09,0.2464,0.4487,1,1,1,8
United States,74,2026-06-08,452070,17111,1356635.77,0.03785033291304444,79.28,3.0009,116.05,0.2822,0.4424,1,1,1,9
United States,75,2026-06-15,451836,18166,1454291.46,0.040204853088288674,80.06,3.2186,104.42,0.2359,0.4304,1,1,1,10
United States,76,2026-06-22,438781,16415,1306532.47,0.03741046216677568,79.59,2.9776,106.15,0.2348,0.4425,1,1,1,11
United States,77,2026-06-29,438574,16553,1318648.02,0.03774277544952505,79.66,3.0067,109.92,0.2199,0.4296,1,1,1,12
United States,78,2026-07-06,454088,17112,1389952.17,0.037684325505188423,81.23,3.061,93.79,0.2044,0.4202,1,1,1,13
United States,79,2026-07-13,438107,15885,1285098.04,0.03625826567482373,80.9,2.9333,95.52,0.1797,0.4233,1,1,1,14
United States,80,2026-07-20,439571,15544,1235376.11,0.03536175043394582,79.48,2.8104,97.87,0.2079,0.4118,1,1,1,15
United States,81,2026-07-27,427541,15853,1275615.41,0.037079484774559635,80.47,2.9836,99.12,0.203,0.424,1,1,1,16
United States,82,2026-08-03,421175,14924,1193704.21,0.03543420193506262,79.99,2.8342,92.66,0.185,0.4109,1,1,1,17
United States,83,2026-08-10,438529,15155,1195816.92,0.03455871789550976,78.91,2.7269,93.59,0.1756,0.4358,1,1,1,18
United States,84,2026-08-17,444140,14777,1162662.97,0.03327104066285406,78.68,2.6178,100.54,0.181,0.404,1,1,1,19
United States,85,2026-08-24,423047,14834,1173101.57,0.0350646618460833,79.08,2.773,94.83,0.1732,0.3846,1,1,1,20
United States,86,2026-08-31,417608,14739,1172847.24,0.03529386410222026,79.57,2.8085,91.98,0.2021,0.4059,1,1,1,21
United States,87,2026-09-07,427221,14253,1131795.55,0.03336212405289066,79.41,2.6492,89.98,0.1816,0.364,1,1,1,22
United States,88,2026-09-14,425352,14770,1136835.45,0.03472418138388911,76.97,2.6727,96.64,0.1963,0.4135,1,1,1,23
United States,89,2026-09-21,429419,15267,1180667.83,0.03555268863278057,77.33,2.7495,98.61,0.193,0.4179,1,1,1,24
United States,90,2026-09-28,417819,14966,1196293.16,0.03581933803872012,79.93,2.8632,93.69,0.1833,0.4191,1,1,1,25
United States,91,2026-10-05,421601,14111,1113332.26,0.03347003446386512,78.9,2.6407,88.49,0.1726,0.3975,1,1,1,26
United States,92,2026-10-12,424353,14857,1186750.46,0.03501094607555502,79.88,2.7966,93.07,0.1923,0.3819,1,1,1,27
United States,93,2026-10-19,436465,15370,1191506.14,0.03521473657681601,77.52,2.7299,94.63,0.1765,0.3745,1,1,1,28
United States,94,2026-10-26,438974,14365,1138820.05,0.032724033769653785,79.28,2.5943,97.01,0.1646,0.4139,1,1,1,29
United States,95,2026-11-02,439894,15920,1266882.12,0.036190536811140865,79.58,2.88,103.8,0.2011,0.4179,1,1,1,30
United States,96,2026-11-09,453832,16821,1342027.34,0.03706437624495408,79.78,2.9571,94.14,0.204,0.4029,1,1,1,31
United States,97,2026-11-16,471239,18800,1515496.23,0.039894830436360315,80.61,3.216,102.57,0.1892,0.3852,1,1,1,32
United States,98,2026-11-23,472068,18352,1478260.6,0.038875755187811924,80.55,3.1315,112.83,0.2265,0.4305,1,1,1,33
United States,99,2026-11-30,481942,20179,1588089.52,0.04187018354905777,78.7,3.2952,112.89,0.2374,0.3903,1,1,1,34
United States,100,2026-12-07,497549,19573,1585743.79,0.039338838988722716,81.02,3.1871,122.44,0.2342,0.4067,1,1,1,35
United States,101,2026-12-14,487341,18998,1567782.23,0.03898297085613564,82.52,3.217,100.95,0.2373,0.422,1,1,1,36
United States,102,2026-12-21,476957,20285,1625223.71,0.042530039395584925,80.12,3.4075,110.7,0.2325,0.4271,1,1,1,37
United States,103,2026-12-28,474415,20066,1568252.95,0.042296301761116324,78.15,3.3057,117.11,0.2372,0.3984,1,1,1,38
